queue_id,num_people_waiting,queue_length,active_counters,avg_service_time,priority_customers,day_of_week,time_of_day,historical_queue_load,previous_waiting_time,actual_waiting_time
3086,5,9,3,4.6,0.0,Saturday,10:34,12.9,29.0,14.2
3087,12,17,5,6.2,1.0,Saturday,12:59,10.0,21.4,27.7
3088,16,21,3,6.0,2.0,Saturday,10:42,10.6,14.5,47.4
3089,11,14,3,8.7,3.0,Saturday,13:00,11.8,29.0,64.1
3090,4,10,4,3.8,,Wednesday,04:02,2.1,5.1,4.0
3091,14,18,3,9.1,0.0,Tuesday,18:06,12.0,17.0,56.1
3092,11,16,4,3.6,0.0,Friday,20:06,12.3,14.7,52.9
3093,16,23,4,7.5,1.0,Monday,16:06,12.4,5.7,45.7
3094,9,15,5,5.6,0.0,Thursday,10:16,11.9,9.5,10.4
3095,12,16,4,7.3,0.0,Thursday,09:18,9.0,15.5,20.7
3096,10,15,4,4.7,3.0,Wednesday,09:15,4.8,4.7,24.0
3097,15,23,5,12.7,0.0,Wednesday,14:14,10.8,9.5,46.1
3098,9,15,3,10.1,1.0,Monday,20:12,12.3,20.4,47.5
3099,7,12,4,10.1,2.0,Thursday,03:50,4.6,10.1,24.7
3100,9,13,3,12.7,1.0,Wednesday,09:23,9.8,30.0,49.7
3101,8,11,2,10.9,0.0,Thursday,17:20,5.4,39.7,61.3
3102,5,11,5,7.1,0.0,Friday,20:52,10.8,22.5,11.8
3103,6,13,4,7.4,0.0,Thursday,20:20,8.7,18.8,13.0
3104,5,9,3,7.2,1.0,Thursday,13:32,5.1,21.8,21.5
3105,18,22,3,11.7,1.0,Saturday,19:52,8.8,35.1,111.4
3106,17,22,4,7.5,0.0,Tuesday,11:10,13.6,7.1,70.5
3107,10,15,4,5.0,3.0,Sunday,18:24,9.0,13.6,23.2
3108,6,8,2,8.6,1.0,Saturday,05:52,9.5,16.1,32.9
3109,9,16,5,6.1,0.0,Saturday,14:30,9.9,2.8,14.8
3110,10,13,3,9.5,0.0,Thursday,09:33,7.8,24.7,35.2
3111,6,12,4,6.5,0.0,Sunday,07:08,5.2,7.3,8.7
3112,4,9,3,7.4,1.0,Tuesday,08:21,2.7,14.4,16.6
3113,9,15,4,9.9,2.0,Sunday,18:46,9.7,23.4,37.9
3114,6,9,3,7.5,1.0,Saturday,20:07,7.4,13.2,27.8
3115,4,9,4,,0.0,Monday,10:15,6.6,25.8,15.2
3116,11,16,4,4.6,0.0,Friday,11:45,13.9,0.4,15.6
3117,9,15,4,9.1,1.0,Wednesday,14:15,8.4,13.4,31.5
3118,4,7,3,5.2,2.0,Friday,08:11,6.6,6.9,15.1
3119,5,9,4,8.0,2.0,Sunday,09:47,3.8,16.1,20.0
3120,9,14,3,7.5,,Sunday,16:11,8.2,20.2,27.0
3121,18,21,3,7.4,0.0,Monday,13:25,12.1,31.9,67.9
3122,10,14,3,4.9,0.0,Monday,11:03,10.4,20.9,24.8
3123,6,10,3,8.0,0.0,Monday,19:20,8.9,17.6,46.8
3124,4,8,3,9.0,0.0,Tuesday,11:38,9.4,22.2,20.4
3125,4,8,4,9.0,0.0,Sunday,02:46,4.4,3.0,5.8
3126,13,19,3,5.4,0.0,Monday,10:39,17.0,17.1,33.3
3127,2,4,2,9.8,0.0,Sunday,11:26,8.1,31.4,8.8
3128,9,13,3,10.3,1.0,Tuesday,07:05,7.3,21.0,39.2
3129,10,15,2,2.0,2.0,Tuesday,07:44,9.4,6.8,14.9
3130,8,13,4,6.3,3.0,Thursday,15:33,8.2,21.9,26.7
3131,7,11,4,6.1,2.0,Monday,21:05,11.8,,17.7
3132,11,14,3,9.9,1.0,Thursday,14:06,9.1,,49.6
3133,6,10,3,7.2,1.0,Tuesday,07:32,8.5,18.2,20.0
3134,7,11,4,8.2,0.0,Wednesday,16:18,,9.0,21.2
3135,11,16,5,6.0,1.0,Saturday,11:35,13.9,14.3,25.6
3136,8,13,4,5.8,1.0,Thursday,19:35,7.2,18.0,19.2
3137,8,11,3,8.6,0.0,Sunday,09:24,7.9,13.1,27.0
3138,8,11,2,8.6,1.0,Sunday,06:20,4.7,18.1,31.7
3139,5,8,3,5.3,0.0,Tuesday,17:47,8.7,19.4,15.1
3140,13,18,4,8.7,1.0,Tuesday,21:42,7.3,9.0,34.8
3141,7,11,3,8.0,0.0,Saturday,05:42,6.6,16.9,14.4
3142,7,14,4,6.1,0.0,Tuesday,09:02,10.2,8.2,15.8
3143,1,5,3,2.3,0.0,Sunday,23:16,6.8,2.9,0.0
3144,4,9,4,9.5,2.0,Saturday,13:39,5.8,25.9,23.5
3145,10,15,5,7.8,0.0,Monday,14:31,8.1,18.0,23.6
3146,13,19,6,6.8,0.0,Friday,14:43,14.1,12.1,24.3
3147,3,9,4,6.7,0.0,Thursday,11:16,9.2,8.9,7.2
3148,8,13,3,5.8,1.0,Sunday,12:25,5.2,2.6,22.9
3149,5,7,2,4.4,0.0,Sunday,17:23,4.9,13.0,12.4
3150,8,13,3,4.3,0.0,Saturday,04:40,3.8,3.6,12.8
3151,8,14,4,5.5,0.0,Monday,09:28,8.0,3.2,9.5
3152,11,17,4,4.1,1.0,Sunday,08:20,11.8,10.3,12.2
3153,10,14,4,8.6,2.0,Thursday,19:18,9.3,18.8,37.7
3154,6,10,3,7.0,0.0,Monday,03:52,11.0,17.8,13.4
3155,9,13,4,5.6,,Sunday,22:43,2.9,1.9,15.5
3156,8,13,5,7.2,1.0,Saturday,12:48,12.3,21.4,21.3
3157,16,21,5,8.1,0.0,Sunday,12:38,12.1,,33.4
3158,8,11,3,9.1,0.0,Wednesday,03:41,5.8,15.4,20.4
3159,5,9,3,8.7,0.0,Thursday,09:24,2.9,29.1,16.7
3160,5,10,4,3.7,0.0,Tuesday,17:39,11.9,0.0,6.6
3161,4,8,4,7.6,1.0,Wednesday,14:28,8.5,12.8,16.6
3162,9,12,3,2.0,1.0,Thursday,20:34,10.2,11.4,10.4
3163,11,16,5,9.2,0.0,Wednesday,14:02,8.0,20.5,26.6
3164,5,9,4,8.8,2.0,Sunday,19:17,5.5,26.0,22.6
3165,7,12,4,9.2,1.0,Sunday,20:01,8.1,16.5,25.5
3166,10,14,3,6.6,0.0,Tuesday,20:03,4.8,4.4,21.9
3167,6,10,2,7.8,0.0,Thursday,06:36,3.1,14.8,18.5
3168,6,12,5,10.8,0.0,Tuesday,08:22,7.2,6.8,14.1
3169,6,9,3,3.5,0.0,Tuesday,19:28,7.3,13.5,9.4
3170,9,12,3,2.0,1.0,Friday,04:07,2.9,12.5,5.7
3171,8,13,4,5.9,0.0,Wednesday,09:43,8.5,12.3,14.4
3172,14,19,4,13.8,0.0,Saturday,17:34,10.0,30.9,70.1
3173,12,18,4,9.6,1.0,Tuesday,17:13,5.6,1.5,40.2
3174,13,19,5,2.9,1.0,Wednesday,14:26,9.3,0.0,11.5
3175,11,15,3,2.0,0.0,Tuesday,16:56,7.2,7.7,8.3
3176,12,21,5,9.5,0.0,Sunday,16:55,7.4,7.0,22.4
3177,4,8,3,8.9,2.0,Sunday,09:26,9.3,27.3,23.4
3178,4,9,4,2.0,0.0,Monday,17:03,4.4,10.8,3.2
3179,2,6,3,7.8,0.0,Sunday,13:47,3.1,15.1,4.7
3180,4,8,4,6.9,1.0,Wednesday,08:42,5.3,,5.8
3181,6,13,4,7.2,1.0,Tuesday,18:42,10.0,18.5,18.8
3182,7,12,5,10.5,1.0,Thursday,08:46,11.6,5.2,19.7
3183,9,16,6,12.4,2.0,Tuesday,14:00,6.5,13.2,34.6
3184,9,16,5,6.7,0.0,Tuesday,18:21,13.5,6.8,18.3
3185,8,14,3,9.6,0.0,Thursday,08:25,6.0,19.4,25.9
3186,8,11,3,10.8,0.0,Tuesday,06:02,7.8,16.3,24.8
3187,7,11,3,10.0,0.0,Tuesday,18:22,11.8,22.5,35.5
3188,12,15,3,9.4,0.0,Monday,20:21,9.4,39.8,50.9
3189,11,15,3,,2.0,Tuesday,05:19,5.9,0.0,11.7
3190,11,18,4,10.8,1.0,Wednesday,13:06,7.4,10.8,45.9
3191,6,10,4,6.6,0.0,Sunday,08:59,7.2,14.1,8.7
3192,7,12,5,7.7,0.0,Wednesday,18:40,7.9,3.3,13.0
3193,2,6,4,8.3,2.0,Friday,10:31,6.6,11.4,10.9
3194,9,13,4,13.3,2.0,Saturday,16:06,13.8,31.2,57.7
3195,8,14,4,6.1,0.0,Wednesday,07:25,5.5,8.3,8.9
3196,14,19,4,6.4,0.0,Friday,18:22,9.9,0.0,31.3
3197,6,9,3,,1.0,Monday,10:42,11.5,18.5,29.6
3198,7,13,4,7.5,0.0,Tuesday,09:50,8.3,8.0,18.6
3199,7,13,4,7.2,1.0,Sunday,15:42,6.5,0.0,19.4
3200,10,15,5,6.8,0.0,Tuesday,10:27,5.5,12.6,15.8
3201,10,14,4,5.2,2.0,Thursday,21:31,5.3,11.2,21.7
3202,14,20,5,2.4,2.0,Monday,16:13,11.1,10.7,15.8
3203,15,20,3,7.5,2.0,Monday,14:01,14.4,22.1,62.7
3204,4,8,4,6.0,0.0,Wednesday,03:32,11.1,0.0,6.7
3205,5,8,2,5.5,1.0,Saturday,03:34,7.9,28.6,16.4
3206,9,14,4,9.3,0.0,Wednesday,15:46,6.1,14.8,27.2
3207,7,12,5,2.5,0.0,Wednesday,03:21,4.2,12.0,4.0
3208,13,18,5,,1.0,Thursday,16:38,10.9,5.1,29.4
3209,7,14,3,,0.0,Tuesday,05:28,3.5,10.8,14.5
3210,14,18,4,8.1,0.0,Wednesday,10:01,10.3,17.6,36.2
3211,5,9,3,8.7,0.0,Sunday,05:28,6.1,10.7,9.6
3212,2,7,4,5.7,1.0,Saturday,12:35,9.1,14.4,10.2
3213,12,18,4,11.5,0.0,Sunday,14:22,7.6,28.0,44.3
3214,9,16,5,7.4,1.0,Wednesday,10:44,4.7,7.3,18.4
3215,10,14,3,9.5,0.0,Saturday,10:50,12.2,29.8,83.2
3216,7,10,3,6.7,1.0,Saturday,15:00,12.2,21.7,28.6
3217,10,14,4,6.9,0.0,Sunday,11:26,9.0,10.8,21.1
3218,7,11,3,6.1,0.0,Saturday,17:39,10.8,17.8,25.7
3219,8,14,5,,0.0,Friday,15:01,13.2,16.7,7.2
3220,8,12,4,8.0,2.0,Saturday,13:05,6.0,29.1,56.2
3221,5,11,1,9.9,1.0,Sunday,22:01,5.2,53.5,44.4
3222,7,11,4,5.4,0.0,Friday,06:29,6.3,7.7,8.5
3223,5,11,6,8.1,0.0,Thursday,18:36,10.6,11.2,10.9
3224,8,12,2,12.7,1.0,Monday,19:30,12.0,38.8,80.2
3225,7,11,4,6.7,0.0,Tuesday,07:22,9.9,18.9,17.3
3226,8,12,3,7.6,0.0,Tuesday,09:19,6.4,32.4,26.1
3227,8,14,4,9.3,1.0,Tuesday,19:32,7.5,27.9,30.5
3228,15,22,3,6.5,0.0,Wednesday,15:25,5.6,26.3,42.4
3229,12,16,4,2.0,0.0,Tuesday,21:12,10.1,11.4,9.1
3230,8,14,4,,1.0,Sunday,12:57,10.9,17.5,26.0
3231,7,14,6,8.1,0.0,Monday,10:59,,0.0,10.2
3232,21,26,5,9.6,1.0,Monday,13:34,11.8,25.5,93.2
3233,17,20,3,7.5,2.0,Saturday,14:42,13.6,32.7,71.7
3234,10,15,4,14.0,1.0,Thursday,09:12,2.6,16.2,43.8
3235,6,10,4,8.8,1.0,Friday,02:25,5.0,22.6,15.9
3236,8,12,2,6.7,1.0,Wednesday,17:33,11.8,17.5,37.1
3237,6,9,2,6.5,1.0,Saturday,02:06,,18.5,19.3
3238,12,16,4,5.9,0.0,Thursday,11:20,6.6,9.4,24.7
3239,3,7,2,7.2,1.0,Sunday,08:55,3.7,23.5,11.3
3240,9,13,4,,0.0,Tuesday,08:39,10.4,6.5,17.3
3241,1,5,4,4.8,0.0,Tuesday,09:30,7.0,13.8,3.5
3242,7,11,3,9.4,0.0,Tuesday,07:22,10.6,14.9,23.4
3243,13,17,3,8.7,0.0,Thursday,21:29,7.8,21.6,47.1
3244,4,6,1,6.1,0.0,Sunday,10:17,2.9,50.0,27.6
3245,13,17,4,7.5,1.0,Friday,20:14,10.8,0.0,35.2
3246,-3,15,3,13.4,1.0,Wednesday,11:02,8.9,24.0,69.7
3247,10,15,4,10.0,0.0,Friday,21:45,9.5,5.5,31.2
3248,6,12,4,7.2,0.0,Monday,01:38,4.6,1.2,8.6
3249,14,18,3,9.4,0.0,Monday,08:06,5.2,10.7,49.1
3250,7,12,4,5.5,0.0,Tuesday,10:27,3.3,9.6,11.6
3251,8,12,4,5.6,1.0,Monday,16:09,13.8,1.5,18.7
3252,8,13,5,4.7,2.0,Friday,12:53,13.6,10.5,21.6
3253,7,11,3,5.3,0.0,Thursday,07:53,10.8,20.2,18.1
3254,7,12,4,8.9,0.0,Thursday,15:53,9.7,21.1,19.4
3255,7,11,3,10.6,0.0,Tuesday,13:36,11.9,36.6,42.5
3256,12,16,4,7.9,1.0,Friday,07:00,14.7,8.9,34.4
3257,4,8,2,9.0,0.0,Wednesday,09:11,9.3,38.0,18.3
3258,8,13,3,11.2,1.0,Saturday,22:30,6.3,4.6,28.8
3259,9,13,4,10.2,3.0,Sunday,19:31,9.2,23.7,46.4
3260,6,12,5,8.8,0.0,Friday,16:36,,6.1,9.6
3261,3,7,2,5.9,0.0,Wednesday,19:49,12.3,8.8,13.2
3262,3,8,5,5.9,2.0,Saturday,13:59,7.3,11.1,11.1
3263,3,9,3,3.7,0.0,Wednesday,09:00,3.1,13.1,5.5
3264,4,7,3,8.6,0.0,Tuesday,07:14,4.3,26.0,15.6
3265,11,16,4,3.8,2.0,Sunday,08:31,10.2,1.7,13.3
3266,5,11,4,4.7,0.0,Tuesday,19:50,7.1,15.4,8.8
3267,14,19,4,10.7,1.0,Saturday,14:31,10.7,27.2,62.2
3268,19,23,4,8.6,0.0,Saturday,11:24,11.9,27.6,65.3
3269,10,13,2,8.4,0.0,Tuesday,15:42,14.4,32.8,56.3
3270,4,7,3,6.8,1.0,Monday,19:30,4.9,14.9,14.4
3271,11,16,4,4.3,2.0,Saturday,07:19,10.3,0.0,16.6
3272,7,10,2,6.2,0.0,Thursday,11:27,6.7,26.6,29.3
3273,15,22,6,10.3,1.0,Saturday,11:46,15.3,10.6,47.0
3274,6,11,4,4.9,1.0,Sunday,12:16,5.8,14.3,15.8
3275,7,13,4,3.5,1.0,Thursday,20:34,4.0,5.7,8.8
3276,15,23,6,9.9,1.0,Monday,18:24,13.7,21.3,40.9
3277,14,18,4,5.9,0.0,Sunday,11:54,6.3,21.7,28.4
3278,12,16,4,8.3,1.0,Wednesday,15:39,10.3,19.5,32.1
3279,12,16,3,4.9,1.0,Sunday,11:44,7.9,13.5,26.3
3280,3,11,6,6.1,2.0,Friday,11:45,11.8,10.9,10.4
3281,8,10,2,8.6,0.0,Sunday,15:19,7.7,39.1,39.3
3282,10,16,4,4.9,1.0,Monday,07:02,8.8,6.3,14.9
3283,10,14,3,8.4,2.0,Sunday,13:34,8.3,25.1,46.4
3284,2,6,4,9.5,1.0,Sunday,17:43,6.5,8.8,13.3
3285,11,15,4,11.5,0.0,Wednesday,13:22,7.0,19.9,41.5
3286,12,16,4,4.8,0.0,Sunday,12:34,11.8,14.3,18.0
3287,3,8,4,4.9,1.0,Wednesday,19:06,9.0,8.6,10.3
3288,7,11,4,8.3,1.0,Sunday,12:22,4.8,29.5,25.4
3289,13,22,6,2.0,0.0,Thursday,18:14,16.3,6.1,7.2
3290,7,12,5,9.5,1.0,Sunday,10:03,5.3,12.0,20.5
3291,7,13,4,5.0,1.0,Wednesday,18:55,6.7,14.1,15.5
3292,13,18,5,11.4,1.0,Wednesday,08:10,3.0,15.3,39.1
3293,6,14,5,5.1,0.0,Thursday,16:15,,18.4,9.3
3294,8,12,4,7.3,0.0,Thursday,20:02,8.1,13.0,19.5
3295,9,13,3,9.7,1.0,Saturday,01:06,4.8,7.9,26.9
3296,6,10,3,5.0,1.0,Monday,03:32,3.8,5.6,11.1
3297,6,14,5,7.4,0.0,Thursday,14:44,11.9,23.1,14.0
3298,12,17,5,6.6,2.0,Saturday,11:19,11.1,18.3,31.5
3299,11,16,4,5.4,0.0,Friday,16:35,3.2,12.2,22.0
3300,11,14,3,8.1,0.0,Sunday,05:20,5.0,5.1,17.7
3301,6,11,4,9.3,0.0,Tuesday,11:11,9.4,11.9,21.1
3302,6,11,4,,0.0,Tuesday,11:20,7.9,8.8,17.1
3303,5,9,2,6.8,0.0,Sunday,07:05,6.6,22.1,13.0
3304,5,10,4,6.2,0.0,Monday,20:05,8.7,0.0,9.4
3305,2,6,4,8.7,1.0,Tuesday,15:49,9.5,8.2,14.1
3306,5,10,3,7.0,0.0,Sunday,08:31,5.8,1.5,12.8
3307,3,6,3,13.1,0.0,Thursday,11:21,10.4,20.4,21.2
3308,9,13,3,6.7,0.0,Wednesday,20:47,,19.4,23.1
3309,6,10,4,8.2,4.0,Thursday,19:04,8.1,9.7,36.4
3310,2,6,4,7.0,0.0,Thursday,08:27,3.9,3.4,0.8
3311,7,12,5,3.2,0.0,Monday,04:58,6.0,1.0,24.1
3312,4,8,3,7.9,1.0,Sunday,09:38,4.5,9.2,15.9
3313,12,16,3,5.0,0.0,Tuesday,10:57,7.9,15.5,26.1
3314,4,8,3,7.8,0.0,Thursday,18:40,4.9,17.3,14.8
3315,8,14,5,11.7,0.0,Sunday,14:37,12.5,21.3,22.4
3316,5,8,2,7.7,0.0,Tuesday,23:46,3.7,4.9,10.5
3317,7,11,3,4.6,0.0,Saturday,11:19,11.2,20.3,21.2
3318,9,13,3,4.7,0.0,Monday,05:24,8.5,0.0,14.1
3319,9,15,4,6.9,0.0,Friday,16:34,11.4,16.7,22.6
3320,5,9,2,3.7,1.0,Saturday,08:26,2.3,18.6,14.7
3321,5,12,4,3.9,0.0,Sunday,13:31,9.9,1.5,6.4
3322,10,13,3,8.0,3.0,Saturday,10:26,10.9,23.2,46.3
3323,8,14,4,5.3,0.0,Sunday,07:43,4.5,10.5,8.3
3324,12,18,5,8.3,1.0,Wednesday,13:42,11.9,18.4,33.4
3325,9,14,5,10.8,0.0,Thursday,20:23,10.2,17.8,23.1
3326,7,14,4,4.7,1.0,Tuesday,09:25,9.9,14.4,12.3
3327,6,8,2,6.1,0.0,Sunday,07:46,4.4,4.7,16.8
3328,5,7,1,9.3,0.0,Wednesday,08:10,6.8,56.9,53.6
3329,10,14,4,6.3,1.0,Saturday,07:03,11.2,16.2,29.9
3330,12,14,2,3.6,1.0,Monday,19:22,9.1,20.0,31.8
3331,9,13,3,5.7,0.0,Sunday,16:16,8.3,7.3,18.2
3332,6,12,4,2.0,0.0,Friday,09:30,3.3,2.8,1.4
3333,9,14,3,12.4,0.0,Tuesday,17:17,9.9,28.0,48.4
3334,5,9,3,10.7,0.0,Sunday,08:25,5.8,15.5,19.5
3335,11,18,6,5.2,0.0,Monday,16:46,11.9,4.6,11.6
3336,4,10,5,5.7,1.0,Thursday,16:06,12.8,5.7,7.9
3337,12,16,3,8.4,2.0,Saturday,14:37,8.8,,59.9
3338,10,16,6,2.4,1.0,Wednesday,19:03,8.5,3.5,7.3
3339,9,15,4,6.9,0.0,Friday,16:34,11.4,16.7,22.6
3340,9,14,3,10.8,0.0,Sunday,11:54,8.7,35.2,36.7
3341,16,21,4,9.0,0.0,Saturday,20:12,10.4,23.8,54.0
3342,4,8,3,6.1,0.0,Thursday,23:30,3.4,2.0,5.1
3343,6,8,2,9.8,2.0,Friday,02:17,8.8,13.1,36.5
3344,7,11,3,9.2,2.0,Saturday,15:30,8.7,21.4,40.2
3345,5,11,5,5.4,0.0,Sunday,15:18,14.8,12.0,5.8
3346,10,14,4,8.7,0.0,Thursday,14:17,10.2,27.3,30.1
3347,12,18,4,5.3,2.0,Saturday,15:15,8.6,21.7,29.5
3348,5,10,3,7.3,0.0,Sunday,23:08,0.5,0.0,9.3
3349,3,8,4,8.4,1.0,Sunday,23:08,6.5,11.7,10.5
3350,5,10,5,7.9,0.0,Monday,15:23,8.0,8.3,9.8
3351,8,17,6,9.4,0.0,Wednesday,09:42,,9.4,13.3
3352,6,13,4,9.2,0.0,Wednesday,12:54,4.9,17.2,17.8
3353,10,12,2,9.2,0.0,Monday,12:18,8.2,19.4,68.4
3354,14,18,4,11.6,2.0,Monday,09:58,11.0,18.5,62.1
3355,16,21,5,6.9,1.0,Monday,11:35,8.5,4.2,34.2
3356,5,7,2,6.5,0.0,Saturday,09:30,7.7,18.6,23.7
3357,11,13,2,12.3,1.0,Tuesday,14:58,,56.3,94.9
3358,13,19,4,7.5,2.0,Saturday,20:38,10.3,24.6,41.8
3359,10,14,4,8.7,0.0,Tuesday,14:07,8.8,27.9,29.8
3360,12,18,4,7.8,0.0,Tuesday,18:56,5.8,10.9,30.6
3361,16,21,4,9.5,0.0,Saturday,16:44,11.3,15.8,56.4
3362,5,10,3,10.8,0.0,Monday,01:07,4.4,15.8,16.6
3363,6,10,4,7.0,1.0,Friday,08:27,6.2,0.0,16.4
3364,13,18,4,5.9,1.0,Friday,12:30,13.4,17.3,29.5
3365,7,11,4,9.5,1.0,Wednesday,04:25,4.4,6.2,17.0
3366,5,8,3,6.5,0.0,Thursday,07:03,6.7,10.6,12.6
3367,5,8,3,9.8,0.0,Sunday,21:30,6.6,16.2,39.6
3368,11,14,3,2.0,0.0,Wednesday,21:40,7.6,8.1,8.8
3369,22,29,6,7.9,0.0,Monday,18:53,10.0,7.2,37.1
3370,9,12,3,3.5,1.0,Friday,18:22,10.7,6.6,22.8
3371,13,16,3,2.0,,Friday,12:13,12.8,9.2,18.8
3372,8,12,3,7.0,0.0,Monday,21:00,8.3,20.9,27.5
3373,7,9,2,4.6,0.0,Friday,17:01,1.9,18.5,61.8
3374,7,11,3,8.2,0.0,Wednesday,07:30,7.1,19.0,20.2
3375,9,12,3,8.0,1.0,Tuesday,11:28,4.9,24.4,64.6
3376,15,20,3,6.5,0.0,Tuesday,10:13,8.0,31.6,36.4
3377,2,6,4,10.8,0.0,Sunday,16:39,6.8,16.3,39.9
3378,12,20,5,5.8,1.0,Tuesday,10:46,8.9,16.8,19.4
3379,6,10,3,7.3,0.0,Monday,07:17,9.1,12.4,16.6
3380,7,10,3,5.0,0.0,Sunday,14:51,10.9,11.8,13.8
3381,13,18,4,9.4,3.0,Saturday,14:20,12.0,34.0,65.5
3382,10,17,5,5.7,0.0,Saturday,12:13,11.7,15.6,20.3
3383,1,7,4,13.3,1.0,Tuesday,10:15,8.0,3.0,11.0
3384,13,18,4,10.9,0.0,Tuesday,14:22,7.1,12.8,49.3
3385,6,12,5,9.5,0.0,Thursday,12:56,9.6,10.1,19.4
3386,9,15,4,6.8,1.0,Tuesday,12:23,10.7,20.4,28.1
3387,10,15,5,7.3,0.0,Friday,20:12,11.1,0.0,19.5
3388,8,12,3,5.9,1.0,Thursday,15:17,4.3,11.3,23.0
3389,5,13,6,11.8,1.0,Saturday,20:34,12.6,18.5,21.8
3390,9,14,5,4.1,0.0,Monday,18:26,15.9,13.7,9.1
3391,7,11,4,7.4,0.0,Friday,20:34,11.4,10.4,19.2
3392,7,12,4,10.1,0.0,Tuesday,08:04,12.6,18.1,17.7
3393,5,9,4,11.1,0.0,Thursday,01:39,6.1,23.1,13.0
3394,14,20,4,6.5,0.0,Monday,14:01,12.3,10.7,33.4
3395,9,15,4,5.9,0.0,Monday,14:20,9.5,9.2,19.0
3396,11,16,3,4.4,1.0,Sunday,15:20,,20.0,20.3
3397,12,15,3,9.0,0.0,Tuesday,13:37,13.6,23.3,54.3
3398,9,15,4,7.3,0.0,Sunday,07:09,11.0,7.0,16.9
3399,7,12,3,6.3,1.0,Monday,15:11,7.3,21.0,23.7
3400,12,16,3,9.3,3.0,Saturday,13:31,11.6,20.4,77.0
3401,4,7,3,9.5,1.0,Friday,09:35,,36.7,25.1
3402,3,8,3,4.4,0.0,Thursday,05:25,11.6,7.2,7.0
3403,6,10,2,10.5,1.0,Wednesday,17:01,10.8,36.5,47.2
3404,4,9,4,8.4,1.0,Sunday,06:17,,0.0,9.8
3405,2,3,1,,0.0,Saturday,22:53,7.3,32.2,14.7
3406,5,9,2,3.8,1.0,Thursday,08:54,3.4,9.5,7.7
3407,4,10,4,5.7,0.0,Thursday,15:29,11.6,9.5,6.8
3408,10,18,4,12.2,1.0,Friday,07:23,7.9,21.0,39.9
3409,9,11,2,4.6,0.0,Sunday,10:29,7.5,18.3,22.8
3410,4,8,3,6.4,1.0,Friday,07:09,8.8,22.1,18.1
3411,10,14,3,11.0,,Thursday,09:46,11.1,27.3,51.6
3412,9,13,4,9.4,0.0,Sunday,12:46,3.8,17.7,28.9
3413,6,11,5,6.8,0.0,Tuesday,02:20,3.2,5.1,7.6
3414,13,18,5,9.2,0.0,Saturday,10:50,6.2,19.0,35.5
3415,7,12,4,3.2,3.0,Thursday,05:30,8.4,4.8,12.5
3416,10,15,4,5.3,2.0,Monday,15:37,12.4,20.5,25.8
3417,6,12,4,9.8,0.0,Thursday,07:54,6.8,11.4,16.6
3418,9,14,4,3.9,2.0,Thursday,18:18,7.4,8.8,15.9
3419,11,16,4,2.0,2.0,Sunday,19:34,10.5,8.8,8.3
3420,8,14,4,4.9,2.0,Wednesday,07:36,8.5,9.9,16.1
3421,8,13,3,5.2,0.0,Tuesday,04:54,4.3,11.3,9.2
3422,13,18,5,7.6,1.0,Thursday,09:38,8.1,11.2,25.8
3423,8,11,3,5.7,1.0,Wednesday,21:20,7.4,,20.3
3424,16,21,3,6.3,2.0,Saturday,12:01,8.9,20.0,61.1
3425,4,9,3,12.6,0.0,Saturday,05:03,5.9,23.5,16.6
3426,5,12,4,6.4,0.0,Friday,07:28,4.5,6.6,10.3
3427,12,17,5,3.8,1.0,Monday,14:21,12.0,1.1,12.7
3428,5,9,3,6.1,0.0,Monday,07:59,5.6,20.9,13.7
3429,8,14,4,9.8,1.0,Monday,21:28,9.2,18.7,31.7
3430,22,27,5,2.0,3.0,Saturday,17:27,12.5,0.0,17.1
3431,5,8,3,10.2,0.0,Sunday,08:05,7.3,17.7,17.9
3432,5,11,5,12.6,1.0,Tuesday,12:58,14.9,19.6,29.7
3433,11,17,4,8.3,0.0,Monday,19:06,8.4,26.5,33.2
3434,11,16,4,7.4,1.0,Saturday,18:38,11.1,10.0,36.1
3435,17,22,5,8.1,0.0,Saturday,17:02,13.1,19.1,41.8
3436,9,15,5,4.0,1.0,Friday,09:54,12.1,0.0,11.8
3437,11,17,5,11.0,,Saturday,08:30,11.5,13.0,41.5
3438,12,19,4,5.8,0.0,Monday,19:36,8.2,11.9,25.4
3439,9,14,4,,0.0,Tuesday,15:32,10.1,26.8,29.2
3440,12,18,5,3.2,0.0,Tuesday,18:20,13.1,0.5,12.8
3441,9,11,2,7.1,1.0,Saturday,05:03,2.8,10.1,33.8
3442,6,11,4,11.2,1.0,Friday,18:47,6.1,16.9,35.2
3443,13,19,5,5.9,0.0,Wednesday,19:22,5.0,17.6,20.0
3444,7,12,5,5.7,1.0,Wednesday,19:37,5.6,10.1,10.0
3445,14,20,4,11.1,0.0,Sunday,15:55,12.4,17.9,44.9
3446,5,10,4,5.7,2.0,Tuesday,21:03,6.2,23.7,16.7
3447,6,12,4,6.0,0.0,Tuesday,12:30,10.2,20.3,11.2
3448,13,17,4,11.1,0.0,Tuesday,13:58,6.1,9.7,52.3
3449,16,24,4,6.3,2.0,Friday,13:13,12.3,,46.5
3450,7,11,4,14.1,0.0,Saturday,08:39,6.6,23.6,31.9
3451,14,19,4,5.2,0.0,Saturday,14:07,7.2,5.5,24.5
3452,8,10,2,6.8,0.0,Thursday,05:11,4.0,22.5,25.5
3453,3,8,4,12.6,0.0,Saturday,14:23,8.2,27.8,16.2
